date_today,store_id,pr_sku_id,pr_group_id,pr_cat_id,pr_subcat_id,pr_uom_id,st_city_id,st_division_code,st_type_format_id,st_type_loc_id,st_type_size_id,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12,lag_13,lag_14,lag_15,lag_16,lag_17,lag_18,lag_19,lag_20,lag_21
2023-07-18,fa7cdfad1a5aaf8370ebeda47a1ff1c3,dce1f234d6424aa61f8e7ce0baffd9af,aab3238922bcc25a6f606eb525ffdc56,9701a1c165dd9420816bfec5edd6c2b1,c01c475ac8d447730ece97d846cc4f25,1,885fe656777008c335ac96072a45be15,296bd0cc6e735f9d7488ebc8fbc19130,1,1,12,3.0,6.0,11.0,11.0,13.0,5.0,9.0,6.0,5.0,11.0,17.0,13.0,11.0,12.0,10.0,5.0,12.0,22.0,13.0,13.0,11.0,9.0
2023-07-18,16a5cdae362b8d27a1d8f8c7b78b4330,67dcedaa1090d67cef7afe3fb36945b0,aab3238922bcc25a6f606eb525ffdc56,28fc2782ea7ef51c1104ccf7b9bea13d,b3e70d072fc648f6934c288e44f5c35e,1,c1f75cc0f7fe269dd0fd9bd5e24f9586,296bd0cc6e735f9d7488ebc8fbc19130,1,2,8,5.0,4.0,6.0,7.0,7.0,8.0,10.0,10.0,5.0,5.0,12.0,9.0,9.0,6.0,8.0,3.0,12.0,11.0,8.0,5.0,9.0,8.0
2023-07-18,f7e6c85504ce6e82442c770f7c8606f0,a8797f3d317e606d3abee06479492ffa,aab3238922bcc25a6f606eb525ffdc56,6d9c547cf146054a5a720606a7694467,8b51a5273e5c6883ba614922c5c9e867,1,3202111cf90e7c816a472aaceb72b0df,32586311f16876abf92901085bd87b99,1,1,12,9.0,8.0,11.0,22.0,21.0,13.0,8.0,9.0,8.0,18.0,17.0,22.0,17.0,10.0,6.0,12.0,10.0,22.0,18.0,10.0,5.0,5.0
2023-07-18,c81e728d9d4c2f636f067f89cc14862c,cad2c790d17a547938e9a9bdb57ebf4a,aab3238922bcc25a6f606eb525ffdc56,3de2334a314a7a72721f1f74a6cb4cee,ca69737f0a53c3c86c7154c7979c5050,17,908c9a564a86426585b29f5335b619bc,429a86ff6336c144ddaf6144f52ab52c,1,1,8,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0
2023-07-18,f7e6c85504ce6e82442c770f7c8606f0,fb12379424d0673cb8ca75ab680625e3,c74d97b01eae257e44aa9d5bade97baf,c559da2ba967eb820766939a658022c8,41b1d51c9e3ba9a263361f9cfa0eb434,17,3202111cf90e7c816a472aaceb72b0df,32586311f16876abf92901085bd87b99,1,1,12,2.0,1.0,3.0,4.0,4.0,2.0,1.0,2.0,4.0,1.0,4.0,3.0,6.0,2.0,4.0,4.0,8.0,1.0,6.0,3.0,2.0,2.0
2023-07-18,16a5cdae362b8d27a1d8f8c7b78b4330,8c5c2ef314a18fc5fecbaf99db704564,c74d97b01eae257e44aa9d5bade97baf,c559da2ba967eb820766939a658022c8,89b0107c6d0aca5f15fa7a715f9e06e5,17,c1f75cc0f7fe269dd0fd9bd5e24f9586,296bd0cc6e735f9d7488ebc8fbc19130,1,2,8,2.0,2.0,7.0,10.0,7.0,12.0,23.0,25.0,30.0,30.0,25.0,20.0,16.0,15.0,36.0,27.0,37.0,10.0,21.0,17.0,25.0,25.0
2023-07-18,f7e6c85504ce6e82442c770f7c8606f0,8d7f926b40b66560c7bd9efdd5f272f9,c74d97b01eae257e44aa9d5bade97baf,c559da2ba967eb820766939a658022c8,6e84696301885ba0a9dc8de6fe45abd0,1,3202111cf90e7c816a472aaceb72b0df,32586311f16876abf92901085bd87b99,1,1,12,2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,1.0
2023-07-18,16a5cdae362b8d27a1d8f8c7b78b4330,dfb085b0647b9ee8ce010670d1e30ab6,c74d97b01eae257e44aa9d5bade97baf,c559da2ba967eb820766939a658022c8,e06f5ed77191826c212c30722f2cc5a2,17,c1f75cc0f7fe269dd0fd9bd5e24f9586,296bd0cc6e735f9d7488ebc8fbc19130,1,2,8,7.0,4.0,1.0,23.0,30.0,28.0,31.0,16.0,23.0,21.0,15.0,21.0,33.0,37.0,18.0,24.0,16.0,20.0,29.0,35.0,26.0,10.0
2023-07-18,fa7cdfad1a5aaf8370ebeda47a1ff1c3,1b1f4205ab5d9b437c143fc6d7e18c80,c20ad4d76fe97759aa27a0c99bff6710,fb2fcd534b0ff3bbed73cc51df620323,8654269aab578fbbd83a0e5ef04532b4,1,885fe656777008c335ac96072a45be15,296bd0cc6e735f9d7488ebc8fbc19130,1,1,12,8.0,17.0,7.0,2.0,2.0,5.0,10.0,12.0,29.0,1.0,7.0,2.0,2.0,8.0,5.0,3.0,2.0,2.0,4.0,7.0,6.0,8.0
2023-07-18,f7e6c85504ce6e82442c770f7c8606f0,641e167f974d1dd076c0886d17271975,c20ad4d76fe97759aa27a0c99bff6710,fb2fcd534b0ff3bbed73cc51df620323,c005b9a2626f6c1946e1851628724b18,1,3202111cf90e7c816a472aaceb72b0df,32586311f16876abf92901085bd87b99,1,1,12,7.0,3.0,4.0,3.0,4.0,49.0,11.0,10.0,13.0,24.0,21.0,45.0,31.0,20.0,4.0,4.0,18.0,16.0,8.0,12.0,21.0,6.0
2023-07-18,c81e728d9d4c2f636f067f89cc14862c,6b9c5b757480af5e34f1fb6bb12ead6e,aab3238922bcc25a6f606eb525ffdc56,3de2334a314a7a72721f1f74a6cb4cee,cdfcda17c8ab17c2b917505c0264e471,17,908c9a564a86426585b29f5335b619bc,429a86ff6336c144ddaf6144f52ab52c,1,1,8,11.0,3.0,5.0,6.0,3.0,5.0,5.0,3.0,6.0,6.0,9.0,1.0,4.0,5.0,3.0,6.0,5.0,5.0,5.0,3.0,1.0,4.0
2023-07-18,16a5cdae362b8d27a1d8f8c7b78b4330,543f17ebd9d464531d61fcdeaa36678f,c74d97b01eae257e44aa9d5bade97baf,1bc0249a6412ef49b07fe6f62e6dc8de,68f204f3838bfee4ada868b66e6a0814,1,c1f75cc0f7fe269dd0fd9bd5e24f9586,296bd0cc6e735f9d7488ebc8fbc19130,1,2,8,1.0,6.0,3.0,5.0,4.0,5.0,3.0,2.0,6.0,6.0,4.0,7.0,3.0,3.0,4.0,5.0,5.0,5.0,6.0,4.0,4.0,5.0
2023-07-18,16a5cdae362b8d27a1d8f8c7b78b4330,3c3a1cb0ae43df1a1f0abe1fbd8e158b,6512bd43d9caa6e02c990b0a82652dca,b59c67bf196a4758191e42f76670ceba,11fb95ff05cc28bb107e4a920c60b6cf,1,c1f75cc0f7fe269dd0fd9bd5e24f9586,296bd0cc6e735f9d7488ebc8fbc19130,1,2,8,4.0,9.0,10.0,4.0,2.0,8.0,15.0,12.0,6.0,4.0,14.0,1.0,6.0,17.0,10.0,3.0,3.0,1.0,4.0,8.0,6.0,5.0
2023-07-18,fa7cdfad1a5aaf8370ebeda47a1ff1c3,f28e2941cd8ffdf35d778c3578cf7041,aab3238922bcc25a6f606eb525ffdc56,9701a1c165dd9420816bfec5edd6c2b1,3055a089cffae7c29c8942e5eb534a2a,1,885fe656777008c335ac96072a45be15,296bd0cc6e735f9d7488ebc8fbc19130,1,1,12,3.0,3.0,3.0,2.0,2.0,0.0,3.0,1.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,3.0
2023-07-18,c81e728d9d4c2f636f067f89cc14862c,db54d9d5b110c3a457bf89559b6f89a6,c74d97b01eae257e44aa9d5bade97baf,c559da2ba967eb820766939a658022c8,34d2777e78ccf007523e2dd1fcea6b2d,17,908c9a564a86426585b29f5335b619bc,429a86ff6336c144ddaf6144f52ab52c,1,1,8,5.0,4.0,2.0,9.0,6.0,5.0,7.0,2.0,3.0,5.0,2.0,2.0,6.0,4.0,2.0,4.0,4.0,3.0,5.0,6.0,5.0,1.0
2023-07-18,c81e728d9d4c2f636f067f89cc14862c,cbbda0778454f639ae7182a4ec209142,c20ad4d76fe97759aa27a0c99bff6710,fb2fcd534b0ff3bbed73cc51df620323,8654269aab578fbbd83a0e5ef04532b4,1,908c9a564a86426585b29f5335b619bc,429a86ff6336c144ddaf6144f52ab52c,1,1,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0
2023-07-18,6364d3f0f495b6ab9dcf8d3b5c6e0b01,9fa87786d9a881173e75bb0327383ff1,aab3238922bcc25a6f606eb525ffdc56,28fc2782ea7ef51c1104ccf7b9bea13d,a7c3020b4cfb4fd154c4fcfd62702df2,1,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,4.0,4.0,9.0,7.0,10.0,6.0,5.0,4.0,7.0,5.0,11.0,15.0,6.0,4.0,5.0,3.0,8.0,7.0,10.0,6.0,5.0,3.0
2023-07-18,6364d3f0f495b6ab9dcf8d3b5c6e0b01,be1d43a949b9e0e755c1e36be9cf47d9,c20ad4d76fe97759aa27a0c99bff6710,fb2fcd534b0ff3bbed73cc51df620323,45551f4c29881972ae5ed3666a5b1b8b,1,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,7.0,6.0,18.0,7.0,15.0,19.0,7.0,22.0,11.0,20.0,39.0,37.0,20.0,19.0,6.0,15.0,17.0,42.0,21.0,10.0,31.0,12.0
2023-07-18,42a0e188f5033bc65bf8d78622277c4e,cbaca3167c8aa7c3352f2e7be9300285,aab3238922bcc25a6f606eb525ffdc56,9701a1c165dd9420816bfec5edd6c2b1,6d795bb9e527e367063c0044c4fc16a6,1,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,6.0,6.0,6.0,3.0,5.0,9.0,2.0,2.0,2.0,8.0,3.0,5.0,10.0,2.0,4.0,5.0,8.0,9.0,2.0,5.0,3.0,5.0
2023-07-18,c81e728d9d4c2f636f067f89cc14862c,1409117f0d38659bde84e14b9759f226,c51ce410c124a10e0db5e4b97fc2af39,535ab76633d94208236a2e829ea6d888,62a415ea2b60a33b87aa005cb9c4e9ff,1,908c9a564a86426585b29f5335b619bc,429a86ff6336c144ddaf6144f52ab52c,1,1,8,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2023-07-18,c81e728d9d4c2f636f067f89cc14862c,c0e3f3bd815a862433bc3399c487926b,aab3238922bcc25a6f606eb525ffdc56,186a157b2992e7daed3677ce8e9fe40f,aa36dc1d45661519a5bf923429776a83,1,908c9a564a86426585b29f5335b619bc,429a86ff6336c144ddaf6144f52ab52c,1,1,8,17.0,70.0,46.0,51.0,57.0,62.0,58.0,58.0,35.0,43.0,46.0,62.0,40.0,42.0,28.0,27.0,59.0,64.0,16.0,43.0,27.0,31.0
2023-07-18,16a5cdae362b8d27a1d8f8c7b78b4330,364196813f3b746270a9b27bd76149c9,aab3238922bcc25a6f606eb525ffdc56,28fc2782ea7ef51c1104ccf7b9bea13d,7a8aebb07d6e8ba9da453ec0f3f359a4,1,c1f75cc0f7fe269dd0fd9bd5e24f9586,296bd0cc6e735f9d7488ebc8fbc19130,1,2,8,1.0,3.0,6.0,7.0,4.0,4.0,0.0,5.0,2.0,3.0,7.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,1.0,5.0,5.0,1.0
2023-07-18,16a5cdae362b8d27a1d8f8c7b78b4330,2a875376cce8ea8e15042d2ecdeb0fe1,c74d97b01eae257e44aa9d5bade97baf,c559da2ba967eb820766939a658022c8,329ccb6e98ddf18590822febd4ccb380,17,c1f75cc0f7fe269dd0fd9bd5e24f9586,296bd0cc6e735f9d7488ebc8fbc19130,1,2,8,1.0,2.0,1.0,1.0,2.0,3.0,4.0,3.0,4.0,2.0,1.0,1.0,2.0,4.0,2.0,6.0,3.0,1.0,4.0,4.0,3.0,4.0
2023-07-18,42a0e188f5033bc65bf8d78622277c4e,5bc0e44accee3ad26b2a39c3b2bf91fc,6512bd43d9caa6e02c990b0a82652dca,e58cc5ca94270acaceed13bc82dfedf7,120e4b609af49ff7b17c3b90e7a28435,1,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,4.0,8.0,2.0,7.0,4.0,6.0,2.0,3.0,3.0,5.0,3.0,4.0,12.0,1.0,8.0,9.0,4.0,5.0,4.0,3.0,2.0,2.0
2023-07-18,f7e6c85504ce6e82442c770f7c8606f0,f234dc7b5cfe0d08f7e14557e2fa2e6a,c51ce410c124a10e0db5e4b97fc2af39,fd5c905bcd8c3348ad1b35d7231ee2b1,9b1360b8f713ab02b1559951690c6c70,1,3202111cf90e7c816a472aaceb72b0df,32586311f16876abf92901085bd87b99,1,1,12,1.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,4.0,6.0,4.0,3.0
2023-07-18,c81e728d9d4c2f636f067f89cc14862c,4d3167019742fa07309b03186d9612be,6512bd43d9caa6e02c990b0a82652dca,e58cc5ca94270acaceed13bc82dfedf7,120e4b609af49ff7b17c3b90e7a28435,1,908c9a564a86426585b29f5335b619bc,429a86ff6336c144ddaf6144f52ab52c,1,1,8,6.0,5.0,11.0,8.0,10.0,6.0,9.0,8.0,11.0,18.0,8.0,19.0,12.0,7.0,8.0,1.0,9.0,10.0,3.0,1.0,9.0,Nan
2023-07-18,f7e6c85504ce6e82442c770f7c8606f0,ca4c5a242147c851906ae4fd6320a4d4,c74d97b01eae257e44aa9d5bade97baf,1bc0249a6412ef49b07fe6f62e6dc8de,ca34f669ae367c87f0e75dcae0f61ee5,17,3202111cf90e7c816a472aaceb72b0df,32586311f16876abf92901085bd87b99,1,1,12,3.0,4.0,5.0,4.0,2.0,4.0,1.0,3.0,5.0,4.0,7.0,1.0,2.0,1.0,10.0,4.0,3.0,2.0,17.0,13.0,1.0,1.0
2023-07-18,6364d3f0f495b6ab9dcf8d3b5c6e0b01,e6fc24ca846339d204b0b50e9f772484,c74d97b01eae257e44aa9d5bade97baf,a368b0de8b91cfb3f91892fbf1ebd4b2,0d51481bbf77027ddb2c990cf97cd9dd,1,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0
2023-07-18,fa7cdfad1a5aaf8370ebeda47a1ff1c3,a25b81711be0a69f6a1258efc1fe52f8,c51ce410c124a10e0db5e4b97fc2af39,5caf41d62364d5b41a893adc1a9dd5d4,7eb29285eddd02c27d1fe345176f3f60,1,885fe656777008c335ac96072a45be15,296bd0cc6e735f9d7488ebc8fbc19130,1,1,12,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0
2023-07-18,16a5cdae362b8d27a1d8f8c7b78b4330,3d7a0d134019e7b9394ca95cac1e321e,aab3238922bcc25a6f606eb525ffdc56,9701a1c165dd9420816bfec5edd6c2b1,8afe22eeb3f3f68de994a3c60388858c,1,c1f75cc0f7fe269dd0fd9bd5e24f9586,296bd0cc6e735f9d7488ebc8fbc19130,1,2,8,3.0,2.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0
2023-07-18,c81e728d9d4c2f636f067f89cc14862c,ceab011c02f6ea9487d7f8ae95e673ee,aab3238922bcc25a6f606eb525ffdc56,3de2334a314a7a72721f1f74a6cb4cee,cdfcda17c8ab17c2b917505c0264e471,17,908c9a564a86426585b29f5335b619bc,429a86ff6336c144ddaf6144f52ab52c,1,1,8,5.0,16.0,10.0,6.0,9.0,8.0,6.0,8.0,8.0,7.0,7.0,7.0,10.0,8.0,8.0,10.0,4.0,9.0,8.0,8.0,8.0,7.0
2023-07-18,42a0e188f5033bc65bf8d78622277c4e,c8bd18ea08d2f47cb0a7992f11ada9de,aab3238922bcc25a6f606eb525ffdc56,186a157b2992e7daed3677ce8e9fe40f,aa36dc1d45661519a5bf923429776a83,1,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,8.0,2.0,7.0,9.0,5.0,4.0,3.0,2.0,2.0,6.0,2.0,2.0,3.0,4.0,2.0,7.0,4.0,7.0,15.0,7.0,9.0,7.0
2023-07-18,c81e728d9d4c2f636f067f89cc14862c,403c896d1abb842e3db14b0a8a652fac,aab3238922bcc25a6f606eb525ffdc56,3de2334a314a7a72721f1f74a6cb4cee,cdfcda17c8ab17c2b917505c0264e471,17,908c9a564a86426585b29f5335b619bc,429a86ff6336c144ddaf6144f52ab52c,1,1,8,5.0,1.0,4.0,5.0,7.0,4.0,5.0,4.0,4.0,4.0,5.0,1.0,5.0,5.0,2.0,2.0,5.0,6.0,4.0,2.0,7.0,5.0
2023-07-18,6364d3f0f495b6ab9dcf8d3b5c6e0b01,65ebd984baa08be2dcd09ff15c254fdb,c20ad4d76fe97759aa27a0c99bff6710,fb2fcd534b0ff3bbed73cc51df620323,ee7d94b81244a5f3b392d4113bacf408,1,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,24.0,3.0,32.0,17.0,16.0,29.0,9.0,20.0,26.0,26.0,23.0,13.0,10.0,2.0,9.0,8.0,19.0,25.0,9.0,27.0,27.0,11.0
2023-07-18,42a0e188f5033bc65bf8d78622277c4e,7d554270ae2c8298289d5cf633cad1ae,6512bd43d9caa6e02c990b0a82652dca,c9f95a0a5af052bffce5c89917335f67,126ad03316db7675164e3f0c8be270e9,1,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,4.0,6.0,5.0,9.0,9.0,10.0,8.0,4.0,5.0,9.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,4.0,3.0,8.0,1.0
2023-07-18,1ecfb463472ec9115b10c292ef8bc986,382fcb7b0b5750896a5bef348f19bddc,c74d97b01eae257e44aa9d5bade97baf,1bc0249a6412ef49b07fe6f62e6dc8de,83b5bd3157dca7df5e5e337a7f3143bc,17,908c9a564a86426585b29f5335b619bc,429a86ff6336c144ddaf6144f52ab52c,2,1,28,10.0,16.0,16.0,10.0,11.0,10.0,10.0,21.0,5.0,10.0,11.0,12.0,5.0,8.0,14.0,8.0,8.0,40.0,17.0,7.0,8.0,4.0
2023-07-18,16a5cdae362b8d27a1d8f8c7b78b4330,6629d8e0d18c0b83c15006570566598f,c74d97b01eae257e44aa9d5bade97baf,c559da2ba967eb820766939a658022c8,34d2777e78ccf007523e2dd1fcea6b2d,17,c1f75cc0f7fe269dd0fd9bd5e24f9586,296bd0cc6e735f9d7488ebc8fbc19130,1,2,8,4.0,3.0,8.0,9.0,11.0,7.0,6.0,6.0,4.0,6.0,4.0,9.0,8.0,5.0,4.0,6.0,12.0,9.0,8.0,7.0,2.0,7.0
2023-07-18,f7e6c85504ce6e82442c770f7c8606f0,364196813f3b746270a9b27bd76149c9,aab3238922bcc25a6f606eb525ffdc56,28fc2782ea7ef51c1104ccf7b9bea13d,7a8aebb07d6e8ba9da453ec0f3f359a4,1,3202111cf90e7c816a472aaceb72b0df,32586311f16876abf92901085bd87b99,1,1,12,8.0,3.0,3.0,13.0,5.0,6.0,7.0,3.0,3.0,5.0,6.0,4.0,3.0,5.0,5.0,8.0,5.0,5.0,9.0,8.0,2.0,1.0
2023-07-18,f7e6c85504ce6e82442c770f7c8606f0,4955c8d2017ad404f4872e32451b60e6,c74d97b01eae257e44aa9d5bade97baf,1bc0249a6412ef49b07fe6f62e6dc8de,6639ae8d530e71980239f7bff60e247c,1,3202111cf90e7c816a472aaceb72b0df,32586311f16876abf92901085bd87b99,1,1,12,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0
2023-07-18,fa7cdfad1a5aaf8370ebeda47a1ff1c3,5a81a30b2903e68c89c47293fbfa420f,aab3238922bcc25a6f606eb525ffdc56,4edaa105d5f53590338791951e38c3ad,2835e8a68be5daab66d9385f24b549d7,1,885fe656777008c335ac96072a45be15,296bd0cc6e735f9d7488ebc8fbc19130,1,1,12,2.0,4.0,3.0,8.0,3.0,7.0,5.0,4.0,7.0,2.0,8.0,4.0,5.0,5.0,2.0,4.0,9.0,4.0,4.0,3.0,2.0,4.0
2023-07-18,6364d3f0f495b6ab9dcf8d3b5c6e0b01,98036217e9945a2747e3f1b8d74d811a,c74d97b01eae257e44aa9d5bade97baf,c559da2ba967eb820766939a658022c8,41b1d51c9e3ba9a263361f9cfa0eb434,17,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,Nan,Nan,Nan,Nan,Nan
2023-07-18,f7e6c85504ce6e82442c770f7c8606f0,10d26ea8eac593b8e397fc0aad2134c4,c74d97b01eae257e44aa9d5bade97baf,1bc0249a6412ef49b07fe6f62e6dc8de,6639ae8d530e71980239f7bff60e247c,17,3202111cf90e7c816a472aaceb72b0df,32586311f16876abf92901085bd87b99,1,1,12,3.0,6.0,2.0,10.0,3.0,7.0,4.0,5.0,3.0,6.0,6.0,6.0,2.0,5.0,3.0,2.0,5.0,1.0,1.0,5.0,1.0,1.0
2023-07-18,fa7cdfad1a5aaf8370ebeda47a1ff1c3,7d3f2fed7faf3501554970cd3c0d724e,c51ce410c124a10e0db5e4b97fc2af39,2df45244f09369e16ea3f9117ca45157,a6b626d2738e74999cc3fdbdddfdb49f,1,885fe656777008c335ac96072a45be15,296bd0cc6e735f9d7488ebc8fbc19130,1,1,12,3.0,8.0,3.0,5.0,1.0,2.0,2.0,4.0,2.0,7.0,2.0,5.0,3.0,1.0,2.0,1.0,2.0,3.0,6.0,3.0,4.0,2.0
2023-07-18,42a0e188f5033bc65bf8d78622277c4e,4e824a65fbd01f1708131bd247842688,c51ce410c124a10e0db5e4b97fc2af39,5caf41d62364d5b41a893adc1a9dd5d4,f633b7df336a0a7f8251e1eec56ae973,1,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,12.0,10.0,12.0,26.0,10.0,4.0,6.0,3.0,5.0,11.0,13.0,5.0,6.0,3.0,8.0,1.0,7.0,3.0,16.0,14.0,4.0,8.0
2023-07-18,f7e6c85504ce6e82442c770f7c8606f0,dce1f234d6424aa61f8e7ce0baffd9af,aab3238922bcc25a6f606eb525ffdc56,9701a1c165dd9420816bfec5edd6c2b1,c01c475ac8d447730ece97d846cc4f25,1,3202111cf90e7c816a472aaceb72b0df,32586311f16876abf92901085bd87b99,1,1,12,9.0,8.0,10.0,23.0,10.0,7.0,12.0,6.0,7.0,6.0,7.0,9.0,8.0,10.0,7.0,9.0,8.0,15.0,22.0,8.0,9.0,9.0
2023-07-18,6364d3f0f495b6ab9dcf8d3b5c6e0b01,1bc43be0cb246eabc8434dd290be1a8d,c51ce410c124a10e0db5e4b97fc2af39,fd5c905bcd8c3348ad1b35d7231ee2b1,3dde95bfddfc5c387eb9e7b7a77dfa63,1,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,4.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,3.0,3.0,Nan,Nan,Nan,Nan,Nan,Nan,Nan,Nan
2023-07-18,16a5cdae362b8d27a1d8f8c7b78b4330,3affcbb957032e3cd1c0c3f8526e5de8,aab3238922bcc25a6f606eb525ffdc56,186a157b2992e7daed3677ce8e9fe40f,aa36dc1d45661519a5bf923429776a83,1,c1f75cc0f7fe269dd0fd9bd5e24f9586,296bd0cc6e735f9d7488ebc8fbc19130,1,2,8,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,6.0,2.0,1.0
2023-07-18,6364d3f0f495b6ab9dcf8d3b5c6e0b01,00661699f543753ec7e911a64b9fd2f6,aab3238922bcc25a6f606eb525ffdc56,9701a1c165dd9420816bfec5edd6c2b1,8afe22eeb3f3f68de994a3c60388858c,1,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,1.0,1.0,4.0,4.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,9.0,5.0,2.0,0.0,0.0,5.0,2.0,2.0,3.0,1.0,2.0
2023-07-18,6364d3f0f495b6ab9dcf8d3b5c6e0b01,5f86639bbaacbed711e89635b602cc75,c74d97b01eae257e44aa9d5bade97baf,c559da2ba967eb820766939a658022c8,c82ad41dea071d88197835420ab24d04,17,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,4.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
2023-07-18,42a0e188f5033bc65bf8d78622277c4e,4ba72d594b35e41cb3e066397eecdfba,c74d97b01eae257e44aa9d5bade97baf,f3173935ed8ac4bf073c1bcd63171f8a,5fd72b9fc7118bd36a137d7cea8c588a,1,b8b4b727d6f5d1b61fff7be687f7970f,da742b3cfca5388aaf9af28a726a3c30,1,1,12,1.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,7.0,3.0,3.0,2.0,4.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0
2023-07-18,16a5cdae362b8d27a1d8f8c7b78b4330,ed7123f97afbdba2c4da885d87fe9577,c74d97b01eae257e44aa9d5bade97baf,1bc0249a6412ef49b07fe6f62e6dc8de,6639ae8d530e71980239f7bff60e247c,17,c1f75cc0f7fe269dd0fd9bd5e24f9586,296bd0cc6e735f9d7488ebc8fbc19130,1,2,8,3.0,3.0,2.0,1.0,3.0,3.0,3.0,2.0,5.0,4.0,5.0,5.0,1.0,2.0,3.0,7.0,2.0,7.0,2.0,1.0,3.0,1.0
2023-07-18,c81e728d9d4c2f636f067f89cc14862c,d7012f5714b8a6a970f5bd34806267c6,6512bd43d9caa6e02c990b0a82652dca,c9f95a0a5af052bffce5c89917335f67,ae67c7640ebb8ead39d9f7a7594ca8f9,1,908c9a564a86426585b29f5335b619bc,429a86ff6336c144ddaf6144f52ab52c,1,1,8,2.0,4.0,4.0,5.0,1.0,1.0,8.0,1.0,2.0,3.0,2.0,3.0,5.0,5.0,5.0,3.0,4.0,1.0,5.0,4.0,2.0,10.0
